ID,Título,Status do Museu,Localização,Geolocalização manual
80432,Museu Corina Novelino,Aberto,"-19.8659228413243,-47.44290769100189",False
80433,Museu e Casa da Cultura Doutor Paulo Portugal,Aberto,"-21.018087,-47.761038",False
80434,Associação Filtro dos Sonhos - Museu a Céu Aberto Outeiro de São Sebastião,Aberto,"-14.8010628,-39.0324347",False
80435,Museu Natural Entomológico Ornith Bollmann,Aberto,"-26.2234632,-49.410262",False
80436,Museu Espaço do Boneco,Aberto,"-21.7916651,-48.1793475",False
80437,Centro Cultural Padre Schio,Aberto,"-28.857754481408616,-51.2837290763855",False
80438,Museu Interativo de Ciências do Sul Fluminense,Aberto,"-22.5139493,-44.19809839999999",False
80439,Museu Regional de Arte de Feira de Santana,Aberto,"-12.258995,-38.967836",False
80440,Museu Municipal José Maria Coelho,Aberto,"-27.7767569,-49.8956943",False
80441,Museu da Terra e do Homem,Aberto,"-7.153982,-34.907968",False
80442,Parque Estadual das Nascentes do Rio Taquari,Aberto,"-20.4604431,-54.6067537",False
80443,Museu Siará em Miniatura,Aberto,"-3.7846819,-38.516808",False
80444,Museu Casa das Bonecas,Aberto,"-14.4239784,-44.3681826",False
80445,Memorial Affonso Penna,Aberto,"-19.9611462,-43.4171824",False
80446,Museu Dr. Américo Werneck,Aberto,"-21.9678712,-45.3484727",False
80448,Museu de Zoologia Newton Baião de Azevedo,Aberto,"-20.7314751,-42.0299263",False
80449,Casa da Memória Viva da Ceilândia,Aberto,"-15.8429787287771,-48.1073069572449",False
80450,Museu do Automóvel de São Paulo,Aberto,"-23.6386004,-46.5536161",False
80451,Minimuseu Firmeza,Aberto,"-3.724842,-38.57091300000002",False
80452,Museu Antoniano,Aberto,"-19.9598968048676,-43.4177112579346",False
80453,Museu Agar Nunes Guedes,Aberto,"-7.2213638,-37.2537072",False
80454,Casa da Memória Gomes,Aberto,"-22.7054319,-46.9850813",False
80455,Centro de Referência Paulo Freire,Aberto,"-23.540592,-46.7025733",False
80456,Museu da Lâmpada,Aberto,"-23.6376941,-46.6582244",False
80457,Memorial Severino Cabral,Aberto,"-7.2185428,-35.8881591",False
80458,Museu da Força Expedicionária Brasileira (Rio de Janeiro),Aberto,"-22.9122285,-43.17816110000001",False
80459,Casarão do Chá,Aberto,"-23.5641452,-46.138601600000015",False
80460,Museu Municipal Histórico e Arqueológico,Aberto,"-24.3191308,-47.0076681",False
80461,Museu do Clube de Engenharia,Aberto,"-22.9049076,-43.1779641",False
80462,Jardim Botânico Municipal de Santos Chico Mendes,Aberto,"-23.93552,-46.36958",False
80463,Museu Maçônico Rocco Felippe,Aberto,"-31.7645393,-52.340450799999985",False
80464,Ponto de Memória Museu Indígena Kanindé,Aberto,"-4.4126755,-39.0474659",False
80465,Espaço da Consciência Ambiental,Aberto,"-20.4697105,-54.6201211",False
80466,Parque Estadual Graciosa,Aberto,"-25.4358338005556,-48.834228515625",False
80467,Centro de Memória do Tribunal Superior Eleitoral,Aberto,"-15.798832,-47.880044",False
80468,Ecomuseu de Sepetiba,Aberto,"-22.9833514,-43.701406",False
80469,Museu Municipal Padre Geraldo Dantas,Aberto,"-5.4545752,-39.7177495",False
80470,Museu da Fundação de Ensino Superior do Vale do Sapucaí,Aberto,"-22.227075,-45.939378",False
80471,Museu Histórico Municipal (Sobradinho/RS),Aberto,"-29.4158872,-53.0282651",False
80472,Museu Público Municipal Magno Amaral dos Santos,Aberto,"-19.98265,-44.859738",False
80473,Museu Seleção Brasileira,Fechado,"-22.9955034,-43.3642281",False
80474,Museu Arqueológico,Aberto,"-27.012719872938,-48.6127853393555",False
80475,Museu Nísia Floresta,Aberto,"-6.093688,-35.1994459",False
80476,Casa da Cultura Godofredo Rangel,Aberto,"-21.6974346,-45.2560997",False
80477,Museu Histórico Jorge Nogueira de Carvalho,Fechado,"-21.3592534,-48.2285662",False
80478,Museu Bento Ernesto Júnior,Fechado,"-20.4728956,-45.1240603",False
80479,Museu da Loucura - Fortaleza,Aberto,"-3.767984,-38.560159",False
80480,Museu Maçônico Paranaense (virtual),Aberto,"-25.4289541,-49.267137",False
80481,Museu Municipal de Mangaratiba,Aberto,"-22.9621246,-44.0409644",False
80482,Museu do Presépio,Aberto,"-27.591675,-48.586603",False
80483,Museu do Seguro do Rio Grande do Sul,Aberto,"-30.028638,-51.224687",False
80484,Museu Ferroviário Agenor Francisco Felizardo,Aberto,"-22.661871,-50.420567",False
80485,Museu do Carnaval,Fechado,"-22.908338,-43.197642",False
80486,Museu do Instituto Metodista Centenário,Aberto,"-29.69091,-53.802872",False
80487,Centro Cultural Schubert - Sala da Memória,Fechado,"-23.766104,-53.320617",False
80488,Museu 25 de Julho,Aberto,"-28.153604,-54.740971",False
80489,Memorial de Curitiba,Aberto,"-25.427594,-49.272227",False
80490,Museu do Theatro Municipal de São Paulo,Aberto,"-23.5446912,-46.638621",False
80491,Museu do Carvão,Aberto,"-28.7005777,-49.4067826",False
80492,Museu de Curiosidades Arlindo Dantas Monteiro,Aberto,"-7.265133899999999,-37.34266969999999",False
80493,Museu da Criatividade Popular de Paulínia,Aberto,"-22.7701509,-47.14663899999999",False
80494,Museu Municipal Salustiano Costa Júnior,Aberto,"-26.2358233,-51.0815427",False
80495,Espaço Cultural Reche,Aberto,"-27.8300818,-50.33109179999997",False
80496,Museu Henriqueta Catharino,Aberto,"-12.972226,-38.501426",False
80497,Museu de História Natural Mozart de Oliveira Vallim,Aberto,"-23.183387,-50.650255",False
80498,Museu do Superior Tribunal de Justiça,Aberto,"-15.809003,-47.866284",False
80499,Museu da Vida Marinha,Aberto,"-23.446376,-45.068331",False
80500,Casa-Museu de Graciliano Ramos,Aberto,"-9.415943,-36.627885",False
80501,Memorial Legislativo,Aberto,"-12.972226,-38.501426",False
80502,Museu Brasileiro de Contabilidade - Conselho Federal de Contabilidade,Aberto,"-15.8002545,-48.0166405",False
80503,Museu Dinâmico de Ciência e Tecnologia da Universidade Federal de Juiz de Fora,Aberto,"-21.7585375,-43.3486583",False
80504,Museu Ferroviário (Miranda),Fechado,"-20.241636,-56.379946",False
80505,Museu Grover Cleveland,Aberto,"-26.413529,-52.367296",False
80506,Museu Histórico e Pedagógico Regente Feijó,Aberto,"-20.899548,-51.381499",False
80507,Museu de São Benedito do Rosário,Fechado,"-20.318749,-40.334621",False
80508,Museu da Farmácia da Santa Casa de Misericórdia,Aberto,"-22.908393,-43.171295",False
80509,Pavilhão das Culturas Brasileiras,Fechado,"-23.582747,-46.657018",False
80510,Memorial Professor Juliano Moreira,Aberto,"-12.956856,-38.442335",False
80511,Museu Magarancho,Fechado,"-25.665822,-53.806761",False
80512,Museu Rondon,Aberto,"-9.906102,-63.033047",False
80513,Museu do Chocolate,Aberto,"-29.3803546,-50.8738745",False
80514,Museu do Cartaz,Aberto,"-25.427725,-49.271647",False
80515,"Museu do Instituto Arqueológico, Histórico e Geográfico Pernambucano",Aberto,"-8.060981,-34.884379",False
80516,Parque Estadual Alberto Löfgren,Aberto,"-23.459019,-46.63349",False
80517,Museu Alípio Vaz,Fechado,"-21.3863936,-42.6927679",False
80518,Casa da Memória de Ivatuba - Museu,Aberto,"-23.6191973,-52.2207636",False
80519,Museu de Máquinas Agrícolas do França,Aberto,"-16.0271218,-49.8014563",False
80520,Parque Estadual de Campinhos,Aberto,"-24.973572,-49.088368",False
80521,Solar dos Mellos - Museu da Cidade de Macaé,Aberto,"-22.377304,-41.785236",False
80522,Instituto Tomie Ohtake,Aberto,"-23.5614712,-46.6946911",False
80524,Museu do Homem Missioneiro Potiguar,Aberto,"-5.911552,-35.271323",False
80525,Museu do Piauí - Casa de Odilon Nunes,Aberto,"-5.092329,-42.803751",False
80526,Museu e Relicário do Padre Rodolfo Komórek,Aberto,"-23.203654,-45.901822",False
80527,Museu de Cultura Popular e Ex-votos Maria das Graças,Aberto,"-8.876181,-36.365655",False
80528,Museu das Naus,Aberto,"-5.785027,-35.205697",False
80529,Museu Casarão Villa Anna,Aberto,"-25.97282211495494,-49.68850135803223",False
80530,Museu Cidade de Jaguaruna,Fechado,"-28.6191895,-49.0261026",False
80531,Museu do Sertão Antonio Coelho,Aberto,"-9.61882,-42.079306",False
80532,Museu Histórico e Pedagógico Ministro José de Moura Resende,Aberto,"-23.103391,-45.713707",False
80533,Centro Histórico e Cultural Museu Vicente de Paula Rios,Aberto,"-2.921015,-39.913816",False
80534,Museu do Esporte,Aberto,"-9.746814,-36.667391",False
80535,Museu Armando de Arruda Pereira,Aberto,"-23.540993,-46.66061",False
80536,Museu Municipal de Santo Cristo,Aberto,"-27.826737,-54.662498",False
80537,Museu de Minerais Doutor Odorico Rodrigues de Albuquerque,Aberto,"-3.722245,-38.528311",False
80538,Museu de Malacologia Professora Rosa de Lima Silva Melo - Universidade Federal Rural de Pernambuco,Aberto,"-8.014936,-34.947537",False
80539,Museu da Associação Comercial Leovirgilia Santana,Aberto,"-10.386049,-38.340472",False
80540,Museu Rural Leovegildo Dalmas,Aberto,"-26.245561,-51.076358",False
80541,Museu Frei Galvão,Aberto,"-22.817374,-45.192956",False
80542,Museu Histórico Municipal Monsenhor Agenor Neves Marques,Aberto,"-28.525369,-49.323949",False
80543,Museu de Biodiversidade do Cerrado - UFU - Universidade Federal de Uberlândia,Aberto,"-18.884832835287963,-48.260650920064016",False
80545,Museu Histórico da Serra,Aberto,"-20.128502,-40.308135",False
80546,Museu do Cacau,Fechado,"-12.967174,-38.5102161",False
80547,Museu Municipal de Santa Rosa,Aberto,"-27.571966,-51.6659337",False
80548,Museu Casa da Memória,Aberto,"-27.0742862,-52.987259800000004",False
80549,Museu Municipal de Guarani das Missões,Aberto,"-28.149596,-54.563473",False
80550,Museu Casa do Sertão e Centro de Estudos Feirenses,Aberto,"-12.2110227,-38.9653259",False
80551,Parque Estadual de Vila Rica do Espírito Santo,Aberto,"-23.914021,-51.98102",False
80552,Memorial Aeroespacial Brasileiro,Aberto,"-23.210125,-45.857125",False
80553,Museu Afro Cultural Oyá Ní,Aberto,"-12.133966,-38.421129",False
80554,Parque Estadual de São Camilo,Aberto,"-24.287254,-53.840935",False
80555,Centro Cultural de Hidrolândia,Aberto,"-16.963038,-49.22699",False
80556,Museu da Catedral - Manaus,Aberto,"-3.135267,-60.025392",False
80557,Parque Histórico do Mate - Museu do Mate,Aberto,"-25.453023,-49.52951",False
80558,Museu da Imagem e do Som do Amazonas - MISAM,Aberto,"-3.135444,-60.021052",False
80559,Fundação Ernani Satyro,Aberto,"-7.033801,-37.273723",False
80560,Centro de Memória do Tribunal Regional Eleitoral de Mato Grosso do Sul,Fechado,"-20.441427,-54.563187",False
80561,Casa Rocha Pombo,Fechado,"-25.479901,-48.830278",False
80562,Museu Municipal de Campos Novos,Aberto,"-27.400674,-51.228095",False
80563,Museu do Mel,Aberto,"-22.293719,-42.538106",False
80564,Espaço Energia - Museu Copel,Aberto,"-25.434827,-49.283171",False
80565,Casa Martim Afonso,Aberto,"-23.969977,-46.387006",False
80566,Museu do Instituto Adolfo Lutz,Aberto,"-23.554856,-46.669268",False
80567,Centro de Memória do Carnaval,Aberto,"-22.897724,-43.180598",False
80568,Casa de Cultura - Museu Histórico de Maricá,Aberto,"-22.919681,-42.819477",False
80569,Museu de São Bento,Aberto,"-12.979261,-38.514325",False
80570,Memorial Natal,Fechado,"-5.851157,-35.227715",False
80571,Museu do Cotidiano de Brotas,Aberto,"-22.28663,-48.127474",False
80572,Museu do Lixo Que Não É Lixo,Aberto,"-25.369173,-49.450575",False
80573,Museu Paulo Machado de Carvalho - Museu do Futebol,Aberto,"-23.522296,-46.667395",False
80574,Museu Dinâmico da Mata Atlântica,Aberto,"-24.501077,-47.851416",False
80575,Museu Casa Coronel Joaquim Lacerda,Aberto,"-25.768617,-49.716134",False
80576,Centro de Memória da Ciência e da Tecnologia em Sergipe - CMCTS,Aberto,"-10.925478,-37.04792",False
80577,Sítio Piranhenga,Aberto,"-2.559322,-44.282772",False
80578,Museu Agrícola Fraiburgo,Aberto,"-27.2878379,-50.57873679999999",False
80579,Casa da Memória de Goioerê,Aberto,"-24.194273,-53.025884",False
80580,Museu e Arquivo Antônio Perdigão,Aberto,"-20.663928,-43.785029",False
80581,Biblioteca da Floresta,Fechado,"-9.986111,-67.803886",False
80582,Centro Municipal de Cultura Professora Jandira Telles Leme Bragana,Aberto,"-22.461343607814605,-43.5191690933425",False
80583,Memorial de Sergipe - Bairro Treze de Julho,Aberto,"-10.929768,-37.045593",False
80584,Museu Zezito Guedes,Aberto,"-9.754178,-36.659747",False
80585,Museu Municipal Adolfo Eurich,Aberto,"-25.0403575,-51.5357905",False
80586,Museu de Arqueologia e Etnologia do Amapá,Aberto,"0.034589,-51.069844",False
80587,Museu Vivo do Garimpo,Aberto,"-13.005742,-41.370654",False
80588,Casa da Memória de Vila Velha,Aberto,"-20.342194,-40.287846",False
80589,Departamento de Memória do Teatro Guaíra,Aberto,"-25.428602,-49.264811",False
80590,Centro Cultural do Tribunal de Justiça do Estado do Acre,Aberto,"-9.948186,-67.799764",False
80591,Ecomuseu Municipal de Cachoeira das Emas,Fechado,"-21.928408,-47.367605",False
80592,Museu do Farol,Fechado,"-3.713761,-38.473396",False
80593,Museu Municipal Ferreira Guimarães,Aberto,"-21.033358,-44.754175",False
80594,Aquário Municipal de Cuiabá,Fechado,"-15.603757,-56.136882",False
80595,Museu de História Natural Professor Antônio Pergola,Aberto,"-23.115524,-46.536905",False
80596,Museu de Arte Sacra - MAS,Aberto,"-1.455015,-48.504815",False
80597,Museu Municipal de São Gabriel do Oeste,Fechado,"-19.3986733,-54.5726388",False
80598,Casa da Cultura e Museu,Aberto,"-21.840471,-44.80711",False
80599,Museu da Vida,Aberto,"-22.876019,-43.242813",False
80600,"Museu Entomológico Hipólito Schneider - Fundação Faculdade Estadual de Filosofia, Ciências e Letras - Universidade Estadual do Centro Oeste",Aberto,"-25.401477,-51.485904",False
80601,Museu Histórico de Senador Pompeu,Aberto,"-5.582835,-39.370728",False
80602,Museu do Negro de Campinas,Aberto,"-22.85607,-47.068636",False
80603,Casa de Pedra,Aberto,"-20.12152,-40.307796",False
80604,Ecomuseu Ilha Grande,Aberto,"-22.981454,-44.293346",False
80605,Museu Comunitário de Percurso,Aberto,"-29.446918,-51.13724",False
80606,Casarão Cultural Coronel Felinto da Cruz Neves,Aberto,"-6.7732757,-39.98190009999996",False
80607,Museu Municipal de São João do Polêsine,Aberto,"-29.611435,-53.443213",False
80608,Centro Cultural do Movimento Escoteiro,Aberto,"-22.899595,-43.17691",False
80609,Museu e Espaço Cultural do Vinho,Aberto,"-23.150693,-46.827146",False
80610,Museu dos Esportes Lauthenay Perdigão,Aberto,"-9.67214,-35.760202",False
80611,Acervo do Dulcina de Moraes - Fundação Brasileira de Teatro,Aberto,"-15.795787,-47.885856",False
80612,Museu Pastor Paulo Evers,Aberto,"-29.340442,-51.025921",False
80613,Museu Nacional São José de Anchieta,Aberto,"-20.8006985,-40.6445003",False
80614,Memorial do Município de Miguel Pereira,Aberto,"-22.457735,-43.480698",False
80615,Museu Ferroviário de Juiz de Fora,Aberto,"-21.759664,-43.342871",False
80616,Acervo Artístico-cultural dos Palácios do Governo do Estado de São Paulo – Palácio Boa Vista,Aberto,"-22.737057,-45.618006",False
80617,Museu de Minerais e Rochas - UFU - Universidade Federal de Uberlândia,Aberto,"-18.914605,-48.275387",False
80618,Museu Sacro Monsenhor Vicente Soares,Fechado,"-19.9867139170213,-44.4279170036316",False
80619,Museu Histórico Simonense Alaur da Matta,Aberto,"-21.478246,-47.552797",False
80620,Museu de Arte Contemporânea - MAC Niterói,Aberto,"-22.907851,-43.125899",False
80621,Museu das Reduções,Aberto,"-20.308541,-43.718184",False
80622,Centro de Pesquisas Históricas e Cultura Popular - Museu Carlos Cleber,Aberto,"-8.33006373282605,-36.1354064941406",False
80623,Museu Histórico Municipal Pedro Lorenzoni,Aberto,"-27.045216,-51.2252963",False
80624,Museu da Faculdade de Direito - Universidade de São Paulo,Aberto,"-23.549432,-46.637073",False
80625,Museu da Polícia Civil do Estado do Rio de Janeiro,Aberto,"-22.910334,-43.18413",False
80626,Museu do Rio Uruguai,Aberto,"-29.750367,-57.083343",False
80627,Sala de Memória de Guaratuba,Aberto,"-25.8766237,-48.5749495",False
80628,Museu da Estação Férrea Urbana,Aberto,"-29.889778,-50.269177",False
80629,Museu de Arte Sacra de Iguape,Aberto,"-24.71079,-47.55769",False
80630,Museu Municipal de Marau,Aberto,"-28.449129,-52.205956",False
80631,Memorial Santaclarense,Aberto,"-29.475233,-52.084783",False
80632,Museu Étnico Cultural Ao Ar Livre,Aberto,"-29.113927,-49.633814",False
80633,Parque Estadual Mata dos Godoy,Aberto,"-23.30445,-51.169589",False
80634,Centro de Visitação do Ibama,Fechado,"-25.307547,-48.3209",False
80636,Casa de Cultura João Ribeiro,Aberto,"-10.803829,-37.169039",False
80637,Museu e Laboratório de Ensino de Ciências/casa da Ciência do Hemocentro de Ribeirão Preto - Universidade de São Paulo,Aberto,"-21.171264,-47.847002",False
80638,Museu Histórico Municipal Irene Zuchetto Ramos,Aberto,"-28.130158,-55.027148",False
80639,Museu do Sertão - Petrolina,Fechado,"-9.38908,-40.503102",False
80640,Museu Casa Guimarães Rosa,Aberto,"-19.122867,-44.322836",False
80641,Museu de Artes Plásticas Quirino da Silva,Aberto,"-21.469803,-47.001964",False
80642,Museu Oceanográfico Univali (MOVI),Aberto,"-26.7542521108825,-48.6877249181271",False
80643,Fazenda São José do Buquira – Sítio do Pica Pau Amarelo,Aberto,"-22.9545553,-45.8386923",False
80644,Forte dos Reis Magos,Aberto,"-5.756511,-35.194983",False
80645,Museu Nossa Senhora das Vitórias,Aberto,"-6.550553,-36.587153",False
80646,Museu Comunitário de Ipumirim,Aberto,"-27.077237,-52.134277",False
80647,Museu Municipal de Pinhal Grande,Aberto,"-29.345488,-53.321181",False
80648,Museu Carnavalesco Colô Santana,Aberto,"-5.113034,-36.633702",False
